nohup: ignoring input
Starting from scratch
Epoch 1 of 2000
Found 300 cases for training
   Iteration 1 of 100, loss = 0.024611137807369232
   Iteration 79 of 100, loss = 0.006783635385004403
   Iteration 80 of 100, loss = 0.006739025341812521
   Iteration 81 of 100, loss = 0.006747010807840176
   Iteration 82 of 100, loss = 0.006759058797686565
   Iteration 83 of 100, loss = 0.006755383466426508
   Iteration 84 of 100, loss = 0.006765593314499017
   Iteration 85 of 100, loss = 0.006768179783488021
   Iteration 86 of 100, loss = 0.006772527346647409
   Iteration 87 of 100, loss = 0.0068205254869642615
   Iteration 88 of 100, loss = 0.006796430754051967
   Iteration 89 of 100, loss = 0.00680979270111309
   Iteration 90 of 100, loss = 0.006804471804449956
   Iteration 91 of 100, loss = 0.006790142746867387
   Iteration 92 of 100, loss = 0.006768706649460871
   Iteration 93 of 100, loss = 0.006807519473455926
   Iteration 94 of 100, loss = 0.00686260968684516
   Iteration 95 of 100, loss = 0.006853185638197159
   Iteration 96 of 100, loss = 0.0068548544610772906
   Iteration 97 of 100, loss = 0.0068173177741928815
   Iteration 98 of 100, loss = 0.006810220210261795
   Iteration 99 of 100, loss = 0.006802811132123073
   Iteration 100 of 100, loss = 0.0068184125190600756

   End of epoch 35; saving model... 

Epoch 36 of 2000
   Iteration 1 of 100, loss = 0.008821836672723293
   Iteration 2 of 100, loss = 0.005816673161461949
   Iteration 3 of 100, loss = 0.006389736508329709
   Iteration 4 of 100, loss = 0.006283992202952504
   Iteration 5 of 100, loss = 0.00632375841960311
   Iteration 6 of 100, loss = 0.006112891482189298
   Iteration 7 of 100, loss = 0.006875872678522553
   Iteration 8 of 100, loss = 0.006859628949314356
   Iteration 9 of 100, loss = 0.0065929594242738355
   Iteration 10 of 100, loss = 0.006263218773528934
   Iteration 11 of 100, loss = 0.00606737726114013
   Iteration 12 of 100, loss = 0.006078840660241743
   Iteration 13 of 100, loss = 0.005948565004823299
   Iteration 14 of 100, loss = 0.005749656702391803
   Iteration 15 of 100, loss = 0.0058759432130803665
   Iteration 16 of 100, loss = 0.005883109857677482
   Iteration 17 of 100, loss = 0.005905206685009248
   Iteration 18 of 100, loss = 0.005781887396652665
   Iteration 19 of 100, loss = 0.00592168561477018
   Iteration 20 of 100, loss = 0.006003263348247856
   Iteration 21 of 100, loss = 0.005878427442872808
   Iteration 22 of 100, loss = 0.005830250003121116
   Iteration 23 of 100, loss = 0.00581364623149452
   Iteration 24 of 100, loss = 0.005877347469019393
   Iteration 25 of 100, loss = 0.005793745992705226
   Iteration 26 of 100, loss = 0.005720868044031354
   Iteration 27 of 100, loss = 0.005639511427876574
   Iteration 28 of 100, loss = 0.005814009969721415
   Iteration 29 of 100, loss = 0.005742118637687687
   Iteration 30 of 100, loss = 0.005895697860978544
   Iteration 31 of 100, loss = 0.00611843602100928
   Iteration 32 of 100, loss = 0.00607763525476912
   Iteration 33 of 100, loss = 0.006266999883915891
   Iteration 34 of 100, loss = 0.006242700462119982
   Iteration 35 of 100, loss = 0.006274591619148851
   Iteration 36 of 100, loss = 0.006314009757867704
   Iteration 37 of 100, loss = 0.006325199967250228
   Iteration 38 of 100, loss = 0.006260737139535577
   Iteration 39 of 100, loss = 0.006260826109120479
   Iteration 40 of 100, loss = 0.006220485060475766
   Iteration 41 of 100, loss = 0.006160326358839506
   Iteration 42 of 100, loss = 0.006065632926211471
   Iteration 43 of 100, loss = 0.006136312604297039
   Iteration 44 of 100, loss = 0.00623994968323545
   Iteration 45 of 100, loss = 0.006373366030553977
   Iteration 46 of 100, loss = 0.006360130576902758
   Iteration 47 of 100, loss = 0.006451186515945703
   Iteration 48 of 100, loss = 0.006487847237925355
   Iteration 49 of 100, loss = 0.00652223187783847
   Iteration 50 of 100, loss = 0.006530003007501364
   Iteration 51 of 100, loss = 0.006540609651482573
   Iteration 52 of 100, loss = 0.006471476168371737
   Iteration 53 of 100, loss = 0.006496156706422005
   Iteration 54 of 100, loss = 0.006465207975081823
   Iteration 55 of 100, loss = 0.006444687497886744
   Iteration 56 of 100, loss = 0.006476115817869348
   Iteration 57 of 100, loss = 0.00651194709108064
   Iteration 58 of 100, loss = 0.006528848244262667
   Iteration 59 of 100, loss = 0.006542882258546049
   Iteration 60 of 100, loss = 0.006555979799789687
   Iteration 61 of 100, loss = 0.00658582061620765
   Iteration 62 of 100, loss = 0.006584972391025194
   Iteration 63 of 100, loss = 0.006546984803641126
   Iteration 64 of 100, loss = 0.006559337241924368
   Iteration 65 of 100, loss = 0.006583220812563712
   Iteration 66 of 100, loss = 0.006532690625383772
   Iteration 67 of 100, loss = 0.006587660061751506
   Iteration 68 of 100, loss = 0.006540847291676875
   Iteration 69 of 100, loss = 0.006543056627708501
   Iteration 70 of 100, loss = 0.006507271222238029
   Iteration 71 of 100, loss = 0.006503684879083868
   Iteration 72 of 100, loss = 0.00647233177571454
   Iteration 73 of 100, loss = 0.0064789583676890155
   Iteration 74 of 100, loss = 0.006486800713212909
   Iteration 75 of 100, loss = 0.006451712672909101
   Iteration 76 of 100, loss = 0.006401480650406723
   Iteration 77 of 100, loss = 0.00640238752866817
   Iteration 78 of 100, loss = 0.006474649441094162
   Iteration 79 of 100, loss = 0.006532716202325648
   Iteration 80 of 100, loss = 0.006508302988368087
   Iteration 81 of 100, loss = 0.0065052363371913445
   Iteration 82 of 100, loss = 0.00650406763150652
   Iteration 83 of 100, loss = 0.006489400412460946
   Iteration 84 of 100, loss = 0.006532915942703507
   Iteration 85 of 100, loss = 0.00652009116978768
   Iteration 86 of 100, loss = 0.006497869974673661
   Iteration 87 of 100, loss = 0.006498730374799891
   Iteration 88 of 100, loss = 0.0064974290514576505
   Iteration 89 of 100, loss = 0.006619092623776432
   Iteration 90 of 100, loss = 0.006578754545706842
   Iteration 91 of 100, loss = 0.006599596471290339
   Iteration 92 of 100, loss = 0.006610841728220491
   Iteration 93 of 100, loss = 0.006645410837385283
   Iteration 94 of 100, loss = 0.006651621802333504
   Iteration 95 of 100, loss = 0.006648988884530569
   Iteration 96 of 100, loss = 0.0066508416493888944
   Iteration 97 of 100, loss = 0.006634282721110533
   Iteration 98 of 100, loss = 0.006605423535505424
   Iteration 99 of 100, loss = 0.006575845976858729
   Iteration 100 of 100, loss = 0.006560509321279824

   End of epoch 36; saving model... 

Epoch 37 of 2000
   Iteration 1 of 100, loss = 0.006176212802529335
   Iteration 2 of 100, loss = 0.009149464312940836
   Iteration 3 of 100, loss = 0.007880881894379854
   Iteration 4 of 100, loss = 0.0076390833128243685
   Iteration 5 of 100, loss = 0.007205286342650652
   Iteration 6 of 100, loss = 0.0071097202599048615
   Iteration 7 of 100, loss = 0.007323676853307656
   Iteration 8 of 100, loss = 0.006993257615249604
   Iteration 9 of 100, loss = 0.0071324059843189186
   Iteration 10 of 100, loss = 0.007484903885051608
   Iteration 11 of 100, loss = 0.007379724940454418
   Iteration 12 of 100, loss = 0.007290312671102583
   Iteration 13 of 100, loss = 0.007140491981632435
   Iteration 14 of 100, loss = 0.007374017200033579
   Iteration 15 of 100, loss = 0.007079521349320809
   Iteration 16 of 100, loss = 0.006920361920492724
   Iteration 17 of 100, loss = 0.006971229196471327
   Iteration 18 of 100, loss = 0.006995098199695349
   Iteration 19 of 100, loss = 0.006822868875276886
   Iteration 20 of 100, loss = 0.006780534668359905
   Iteration 21 of 100, loss = 0.006754528897415314
   Iteration 22 of 100, loss = 0.006586588834497062
   Iteration 23 of 100, loss = 0.006483060550754485
   Iteration 24 of 100, loss = 0.006769660860300064
   Iteration 25 of 100, loss = 0.006726743839681149
   Iteration 26 of 100, loss = 0.006713218628787077
   Iteration 27 of 100, loss = 0.006759623789952861
   Iteration 28 of 100, loss = 0.006769444427586028
   Iteration 29 of 100, loss = 0.006663317021367879
   Iteration 30 of 100, loss = 0.0065786379544685285
   Iteration 31 of 100, loss = 0.006539489968769973
   Iteration 32 of 100, loss = 0.006556760068633594
   Iteration 33 of 100, loss = 0.006665400807943308
   Iteration 34 of 100, loss = 0.006635305800420397
   Iteration 35 of 100, loss = 0.006692096777260304
   Iteration 36 of 100, loss = 0.0066819999936140245
   Iteration 37 of 100, loss = 0.006644283194799681
   Iteration 38 of 100, loss = 0.006597807618642324
   Iteration 39 of 100, loss = 0.0066143510003502555
   Iteration 40 of 100, loss = 0.006557874893769622
   Iteration 41 of 100, loss = 0.006550072169885403
   Iteration 42 of 100, loss = 0.00667140477647384
   Iteration 43 of 100, loss = 0.00665032455351117
   Iteration 44 of 100, loss = 0.00664562264203348
   Iteration 45 of 100, loss = 0.006719312092496289
   Iteration 46 of 100, loss = 0.006753686025900685
   Iteration 47 of 100, loss = 0.006807446975181711
   Iteration 48 of 100, loss = 0.006863736838568002
   Iteration 49 of 100, loss = 0.006893395332201403
   Iteration 50 of 100, loss = 0.006802855953574181
   Iteration 51 of 100, loss = 0.0067801657680641204
   Iteration 52 of 100, loss = 0.006749722067839825
   Iteration 53 of 100, loss = 0.00679957666346487
   Iteration 54 of 100, loss = 0.006780291148633869
   Iteration 55 of 100, loss = 0.006712758850136941
   Iteration 56 of 100, loss = 0.006680378553158205
   Iteration 57 of 100, loss = 0.006666090604930855
   Iteration 58 of 100, loss = 0.006673419763783699
   Iteration 59 of 100, loss = 0.006699178805890478
   Iteration 60 of 100, loss = 0.00665664691089963
   Iteration 61 of 100, loss = 0.00668932249784836
   Iteration 62 of 100, loss = 0.006703717690411835
   Iteration 63 of 100, loss = 0.006772288546291372
   Iteration 64 of 100, loss = 0.006781887324905256
   Iteration 65 of 100, loss = 0.006754804771536818
   Iteration 66 of 100, loss = 0.006844215627731473
   Iteration 67 of 100, loss = 0.006798278345768132
   Iteration 68 of 100, loss = 0.006759863031808944
   Iteration 69 of 100, loss = 0.006755199168633291
   Iteration 70 of 100, loss = 0.006787667031000768
   Iteration 71 of 100, loss = 0.0067472940205898085
   Iteration 72 of 100, loss = 0.006695580607306005
   Iteration 73 of 100, loss = 0.00663613040344662
   Iteration 74 of 100, loss = 0.0066101301329311085
   Iteration 75 of 100, loss = 0.006645632445191343
   Iteration 76 of 100, loss = 0.006599044497737563
   Iteration 77 of 100, loss = 0.00658113559308861
   Iteration 78 of 100, loss = 0.006595330703884172
   Iteration 79 of 100, loss = 0.006614175174220265
   Iteration 80 of 100, loss = 0.006606769058271312
   Iteration 81 of 100, loss = 0.006621652412124806
   Iteration 82 of 100, loss = 0.006625915232977671
   Iteration 83 of 100, loss = 0.0066192238114729345
   Iteration 84 of 100, loss = 0.006624840956646949
   Iteration 85 of 100, loss = 0.006631216930006357
   Iteration 86 of 100, loss = 0.006621838154726077
   Iteration 87 of 100, loss = 0.0065978605476818206
   Iteration 88 of 100, loss = 0.0066694424048447136
   Iteration 89 of 100, loss = 0.006640212806569559
   Iteration 90 of 100, loss = 0.006629894660889275
   Iteration 91 of 100, loss = 0.006694794496889789
   Iteration 92 of 100, loss = 0.006680028125866438
   Iteration 93 of 100, loss = 0.006700662462922034
   Iteration 94 of 100, loss = 0.0067043364855480635
   Iteration 95 of 100, loss = 0.006690564219790854
   Iteration 96 of 100, loss = 0.006675033876187324
   Iteration 97 of 100, loss = 0.006679191390897349
   Iteration 98 of 100, loss = 0.006708865008811105
   Iteration 99 of 100, loss = 0.006701509230723134
   Iteration 100 of 100, loss = 0.006683250621426851

   End of epoch 37; saving model... 

Epoch 38 of 2000
   Iteration 1 of 100, loss = 0.00844014622271061
   Iteration 2 of 100, loss = 0.006384647451341152
   Iteration 3 of 100, loss = 0.007994107902050018
   Iteration 4 of 100, loss = 0.007015895796939731
   Iteration 5 of 100, loss = 0.006380114937201142
   Iteration 6 of 100, loss = 0.005817789545593162
   Iteration 7 of 100, loss = 0.005732493175725851
   Iteration 8 of 100, loss = 0.006296329287579283
   Iteration 9 of 100, loss = 0.006119260124655234
   Iteration 10 of 100, loss = 0.0058122118934988976
   Iteration 11 of 100, loss = 0.0056233953642235565
   Iteration 12 of 100, loss = 0.0059188276645727456
   Iteration 13 of 100, loss = 0.006123074169199054
   Iteration 14 of 100, loss = 0.006065462167108697
   Iteration 15 of 100, loss = 0.0060015457837531965
   Iteration 16 of 100, loss = 0.0058606742531992495
   Iteration 17 of 100, loss = 0.006021622842287316
   Iteration 18 of 100, loss = 0.005877942635884715
   Iteration 19 of 100, loss = 0.005895669412750162
   Iteration 20 of 100, loss = 0.005998526781331748
   Iteration 21 of 100, loss = 0.006270026954423104
   Iteration 22 of 100, loss = 0.006268485057675703
   Iteration 23 of 100, loss = 0.0065258549749041385
   Iteration 24 of 100, loss = 0.006461814307840541
   Iteration 25 of 100, loss = 0.006495062215253711
   Iteration 26 of 100, loss = 0.006504296978863959
   Iteration 27 of 100, loss = 0.006379894541438531
   Iteration 28 of 100, loss = 0.006580711517017335
   Iteration 29 of 100, loss = 0.006556905990723392
   Iteration 30 of 100, loss = 0.006694562942720949
   Iteration 31 of 100, loss = 0.006644170798902069
   Iteration 32 of 100, loss = 0.006566735428350512
   Iteration 33 of 100, loss = 0.0065374164489295445
   Iteration 34 of 100, loss = 0.006655793534317876
   Iteration 35 of 100, loss = 0.006829464761540294
   Iteration 36 of 100, loss = 0.006850266395809336
   Iteration 37 of 100, loss = 0.006748953261538534
   Iteration 38 of 100, loss = 0.0066903945193380904
   Iteration 39 of 100, loss = 0.006764257368512261
   Iteration 40 of 100, loss = 0.0068885824584867805
   Iteration 41 of 100, loss = 0.006822903350949651
   Iteration 42 of 100, loss = 0.006804680845345415
   Iteration 43 of 100, loss = 0.006799656112656691
   Iteration 44 of 100, loss = 0.0068477077610706065
   Iteration 45 of 100, loss = 0.006842924318172865
   Iteration 46 of 100, loss = 0.006922556305020724
   Iteration 47 of 100, loss = 0.006972122338025811
   Iteration 48 of 100, loss = 0.006958274534554221
   Iteration 49 of 100, loss = 0.006925455736452524
   Iteration 50 of 100, loss = 0.006876489049755036
   Iteration 51 of 100, loss = 0.00690500496192744
   Iteration 52 of 100, loss = 0.006856561983183313
   Iteration 53 of 100, loss = 0.006796370625039036
   Iteration 54 of 100, loss = 0.006826930502602072
   Iteration 55 of 100, loss = 0.006851859352636066
   Iteration 56 of 100, loss = 0.006794171021153618
   Iteration 57 of 100, loss = 0.00674653168065114
   Iteration 58 of 100, loss = 0.006736933241662537
   Iteration 59 of 100, loss = 0.006739455184473072
   Iteration 60 of 100, loss = 0.006668189412448555
   Iteration 61 of 100, loss = 0.0067189670144961995
   Iteration 62 of 100, loss = 0.006694861751560482
   Iteration 63 of 100, loss = 0.006650773013779331
   Iteration 64 of 100, loss = 0.006655985871475423
   Iteration 65 of 100, loss = 0.006656737450080422
   Iteration 66 of 100, loss = 0.006675956400365315
   Iteration 67 of 100, loss = 0.006617596866423959
   Iteration 68 of 100, loss = 0.006596316843677093
   Iteration 69 of 100, loss = 0.0065647970642084665
   Iteration 70 of 100, loss = 0.0066240945431802955
   Iteration 71 of 100, loss = 0.006716163986375634
   Iteration 72 of 100, loss = 0.0067502409737143255
   Iteration 73 of 100, loss = 0.006721474874560556
   Iteration 74 of 100, loss = 0.0067312947184954945
   Iteration 75 of 100, loss = 0.006746460292488337
   Iteration 76 of 100, loss = 0.006721832329946521
   Iteration 77 of 100, loss = 0.006750074015664203
   Iteration 78 of 100, loss = 0.0067638719203667
   Iteration 79 of 100, loss = 0.006758340911444606
   Iteration 80 of 100, loss = 0.006727165705524385
   Iteration 81 of 100, loss = 0.006741725690202948
   Iteration 82 of 100, loss = 0.006741216116607553
   Iteration 83 of 100, loss = 0.006757419303912355
   Iteration 84 of 100, loss = 0.006779774452470953
   Iteration 85 of 100, loss = 0.006814864491496016
   Iteration 86 of 100, loss = 0.006816798479967686
   Iteration 87 of 100, loss = 0.0068107901419373765
   Iteration 88 of 100, loss = 0.006837480055930262
   Iteration 89 of 100, loss = 0.006835722343556666
   Iteration 90 of 100, loss = 0.006814585098375877
   Iteration 91 of 100, loss = 0.006826689425896812
   Iteration 92 of 100, loss = 0.006794769238457893
   Iteration 93 of 100, loss = 0.006754310776589698
   Iteration 94 of 100, loss = 0.006753304517491066
   Iteration 95 of 100, loss = 0.006726436714004529
   Iteration 96 of 100, loss = 0.006702427199343219
   Iteration 97 of 100, loss = 0.006663197241051449
   Iteration 98 of 100, loss = 0.006623862147312231
   Iteration 99 of 100, loss = 0.006609804220403535
   Iteration 100 of 100, loss = 0.006582272613886744

   End of epoch 38; saving model... 

Epoch 39 of 2000
   Iteration 1 of 100, loss = 0.005120102781802416
   Iteration 2 of 100, loss = 0.008270778926089406
   Iteration 3 of 100, loss = 0.006531085120514035
   Iteration 4 of 100, loss = 0.006156278133857995
   Iteration 5 of 100, loss = 0.006053898623213172
   Iteration 6 of 100, loss = 0.006608617142774165
   Iteration 7 of 100, loss = 0.0067300397703158
   Iteration 8 of 100, loss = 0.0066943752754013985
   Iteration 9 of 100, loss = 0.006429025877474083
   Iteration 10 of 100, loss = 0.006280725752003491
   Iteration 11 of 100, loss = 0.006113783054223115
   Iteration 12 of 100, loss = 0.006057513470295817
   Iteration 13 of 100, loss = 0.006314973114058375
   Iteration 14 of 100, loss = 0.006076065124943852
   Iteration 15 of 100, loss = 0.005871266452595591
   Iteration 16 of 100, loss = 0.005928161248448305
   Iteration 17 of 100, loss = 0.006073235356084564
   Iteration 18 of 100, loss = 0.006110655648323397
   Iteration 19 of 100, loss = 0.006127073882931941
   Iteration 20 of 100, loss = 0.006197485292796045
   Iteration 21 of 100, loss = 0.0062650888603890224
   Iteration 22 of 100, loss = 0.006248613216236911
   Iteration 23 of 100, loss = 0.006386213439881154
   Iteration 24 of 100, loss = 0.006293169426498935
   Iteration 25 of 100, loss = 0.006239498676732183
   Iteration 26 of 100, loss = 0.006293871431038356
   Iteration 27 of 100, loss = 0.006215746160941543
   Iteration 28 of 100, loss = 0.006182496826763132
   Iteration 29 of 100, loss = 0.006334662365181179
   Iteration 30 of 100, loss = 0.006385466634916763
   Iteration 31 of 100, loss = 0.006447131437579951
   Iteration 32 of 100, loss = 0.00645233867544448
   Iteration 33 of 100, loss = 0.006509882362672325
   Iteration 34 of 100, loss = 0.006432108327691608
   Iteration 35 of 100, loss = 0.00639607551773744
   Iteration 36 of 100, loss = 0.006473538795641313
   Iteration 37 of 100, loss = 0.006475919322739984
   Iteration 38 of 100, loss = 0.006506087436144681
   Iteration 39 of 100, loss = 0.006440012554566448
   Iteration 40 of 100, loss = 0.006501904694596305
   Iteration 41 of 100, loss = 0.006553725208859981
   Iteration 42 of 100, loss = 0.006532553223050421
   Iteration 43 of 100, loss = 0.0065836456961669895
   Iteration 44 of 100, loss = 0.006583272992760281
   Iteration 45 of 100, loss = 0.006660450441348884
   Iteration 46 of 100, loss = 0.006620128613734699
   Iteration 47 of 100, loss = 0.006561714610917137
   Iteration 48 of 100, loss = 0.006493641669900778
   Iteration 49 of 100, loss = 0.006431527240962094
   Iteration 50 of 100, loss = 0.006501279673539102
   Iteration 51 of 100, loss = 0.0065479546410999465
   Iteration 52 of 100, loss = 0.006498632007815803
   Iteration 53 of 100, loss = 0.006449521826755888
   Iteration 54 of 100, loss = 0.006448346285011481
   Iteration 55 of 100, loss = 0.006430803510275754
   Iteration 56 of 100, loss = 0.006413250246883503
   Iteration 57 of 100, loss = 0.006342719456082896
   Iteration 58 of 100, loss = 0.006400120813913387
   Iteration 59 of 100, loss = 0.006396654795981564
   Iteration 60 of 100, loss = 0.006367061853719254
   Iteration 61 of 100, loss = 0.006438349106455924
   Iteration 62 of 100, loss = 0.00645981342231314
   Iteration 63 of 100, loss = 0.006546701326788891
   Iteration 64 of 100, loss = 0.00657767314260127
   Iteration 65 of 100, loss = 0.006631140375080017
   Iteration 66 of 100, loss = 0.006606479521107041
   Iteration 67 of 100, loss = 0.006701628267487038
   Iteration 68 of 100, loss = 0.006720425020081594
   Iteration 69 of 100, loss = 0.006691003474744333
   Iteration 70 of 100, loss = 0.006639654279154326
   Iteration 71 of 100, loss = 0.00661954200747882
   Iteration 72 of 100, loss = 0.006659351531804229
   Iteration 73 of 100, loss = 0.006677829287308332
   Iteration 74 of 100, loss = 0.006641699658782297
   Iteration 75 of 100, loss = 0.006632558812076847
   Iteration 76 of 100, loss = 0.006667327022449554
   Iteration 77 of 100, loss = 0.00666922507142382
   Iteration 78 of 100, loss = 0.006618422103854708
   Iteration 79 of 100, loss = 0.006571551879184155
   Iteration 80 of 100, loss = 0.006567931460449472
   Iteration 81 of 100, loss = 0.0066103495622950575
   Iteration 82 of 100, loss = 0.006559353767576196
   Iteration 83 of 100, loss = 0.006557394663455436
   Iteration 84 of 100, loss = 0.006542949296999723
   Iteration 85 of 100, loss = 0.006604423190412276
   Iteration 86 of 100, loss = 0.006596583372176906
   Iteration 87 of 100, loss = 0.006570902243577714
   Iteration 88 of 100, loss = 0.006523643511834301
   Iteration 89 of 100, loss = 0.006531204873947113
   Iteration 90 of 100, loss = 0.006551958033297625
   Iteration 91 of 100, loss = 0.006534107763750048
   Iteration 92 of 100, loss = 0.0065788562161564505
   Iteration 93 of 100, loss = 0.006542088884499765
   Iteration 94 of 100, loss = 0.006526126551065356
   Iteration 95 of 100, loss = 0.006495087270281817
   Iteration 96 of 100, loss = 0.006494132530254622
   Iteration 97 of 100, loss = 0.006494088391245333
   Iteration 98 of 100, loss = 0.0064883178233035976
   Iteration 99 of 100, loss = 0.006492538495233866
   Iteration 100 of 100, loss = 0.006461924372706563

   End of epoch 39; saving model... 

Epoch 40 of 2000
   Iteration 1 of 100, loss = 0.00908794067800045
   Iteration 2 of 100, loss = 0.008877568412572145
   Iteration 3 of 100, loss = 0.00785908087467154
   Iteration 4 of 100, loss = 0.007644793950021267
   Iteration 5 of 100, loss = 0.007784387655556202
   Iteration 6 of 100, loss = 0.00755970343016088
   Iteration 7 of 100, loss = 0.007347919446017061
   Iteration 8 of 100, loss = 0.007993267616257071
   Iteration 9 of 100, loss = 0.008152432843214936
   Iteration 10 of 100, loss = 0.008724856469780207
   Iteration 11 of 100, loss = 0.008786080997775902
   Iteration 12 of 100, loss = 0.00862087782782813
   Iteration 13 of 100, loss = 0.00835024411431872
   Iteration 14 of 100, loss = 0.008285582298412919
   Iteration 15 of 100, loss = 0.008262541114042203
   Iteration 16 of 100, loss = 0.008161953504895791
   Iteration 17 of 100, loss = 0.00811071102233494
   Iteration 18 of 100, loss = 0.007817255074365271
   Iteration 19 of 100, loss = 0.008004103983311276
   Iteration 20 of 100, loss = 0.007979106064885855
   Iteration 21 of 100, loss = 0.007752065580072147
   Iteration 22 of 100, loss = 0.007648485871455209
   Iteration 23 of 100, loss = 0.007578326520793464
   Iteration 24 of 100, loss = 0.007587918982608244
   Iteration 25 of 100, loss = 0.007533558243885637
   Iteration 26 of 100, loss = 0.007569410453120677
   Iteration 27 of 100, loss = 0.007630782555443821
   Iteration 28 of 100, loss = 0.007585463588059481
   Iteration 29 of 100, loss = 0.0074928255896244585
   Iteration 30 of 100, loss = 0.007421870366670191
   Iteration 31 of 100, loss = 0.007402210834345991
   Iteration 32 of 100, loss = 0.0073018660841626115
   Iteration 33 of 100, loss = 0.007175965157027046
   Iteration 34 of 100, loss = 0.007076899527900797
   Iteration 35 of 100, loss = 0.007004042242520622
   Iteration 36 of 100, loss = 0.006906846344160537
   Iteration 37 of 100, loss = 0.006941397384916608
   Iteration 38 of 100, loss = 0.006976651211612318
   Iteration 39 of 100, loss = 0.006919356588369761
   Iteration 40 of 100, loss = 0.006838240107754245
   Iteration 41 of 100, loss = 0.006758224185011009
   Iteration 42 of 100, loss = 0.006887080779831324
   Iteration 43 of 100, loss = 0.0068616045443990895
   Iteration 44 of 100, loss = 0.006758207243613221
   Iteration 45 of 100, loss = 0.0067321052153905235
   Iteration 46 of 100, loss = 0.006708053001405105
   Iteration 47 of 100, loss = 0.006656324887212286
   Iteration 48 of 100, loss = 0.006629032985074446
   Iteration 49 of 100, loss = 0.006651891566508887
   Iteration 50 of 100, loss = 0.006647194027900696
   Iteration 51 of 100, loss = 0.006638216859131467
   Iteration 52 of 100, loss = 0.006598290235090714
   Iteration 53 of 100, loss = 0.006608786896082028
   Iteration 54 of 100, loss = 0.00670775271848672
   Iteration 55 of 100, loss = 0.0067035215060141954
   Iteration 56 of 100, loss = 0.006686032458674163
   Iteration 57 of 100, loss = 0.006704846552262704
   Iteration 58 of 100, loss = 0.0067434081213613006
   Iteration 59 of 100, loss = 0.006811837989331807
   Iteration 60 of 100, loss = 0.006835604016669094
   Iteration 61 of 100, loss = 0.0067882478756249925
   Iteration 62 of 100, loss = 0.006758790538315812
   Iteration 63 of 100, loss = 0.006755604645207761
   Iteration 64 of 100, loss = 0.006757245086191688
   Iteration 65 of 100, loss = 0.006743776633475835
   Iteration 66 of 100, loss = 0.006723989570287593
   Iteration 67 of 100, loss = 0.006736428685375114
   Iteration 68 of 100, loss = 0.006792978945133441
   Iteration 69 of 100, loss = 0.006754622308780317
   Iteration 70 of 100, loss = 0.006724299217707345
   Iteration 71 of 100, loss = 0.006710467551847998
   Iteration 72 of 100, loss = 0.006677926847866426
   Iteration 73 of 100, loss = 0.0066607287982861476
   Iteration 74 of 100, loss = 0.006658686186514191
   Iteration 75 of 100, loss = 0.006659389150639375
   Iteration 76 of 100, loss = 0.006680059798159881
   Iteration 77 of 100, loss = 0.006698360956915013
   Iteration 78 of 100, loss = 0.0067026221479934
   Iteration 79 of 100, loss = 0.006674167517384019
   Iteration 80 of 100, loss = 0.006636009746580384
   Iteration 81 of 100, loss = 0.006617717465017865
   Iteration 82 of 100, loss = 0.006584177940811326
   Iteration 83 of 100, loss = 0.006550570801237082
   Iteration 84 of 100, loss = 0.006544549719408332
   Iteration 85 of 100, loss = 0.006510844769175439
   Iteration 86 of 100, loss = 0.006505488967631272
   Iteration 87 of 100, loss = 0.00649838481130528
   Iteration 88 of 100, loss = 0.006509873230243102
   Iteration 89 of 100, loss = 0.006493422969275814
   Iteration 90 of 100, loss = 0.006473469705734816
   Iteration 91 of 100, loss = 0.0064593491088189596
   Iteration 92 of 100, loss = 0.0064346640416340015
   Iteration 93 of 100, loss = 0.006449797002959156
   Iteration 94 of 100, loss = 0.006439968004842546
   Iteration 95 of 100, loss = 0.006433365756253663
   Iteration 96 of 100, loss = 0.006412989185870781
   Iteration 97 of 100, loss = 0.006422666796799941
   Iteration 98 of 100, loss = 0.006391577876401038
   Iteration 99 of 100, loss = 0.006353601759224377
   Iteration 100 of 100, loss = 0.006382856231648475

   End of epoch 40; saving model... 

Epoch 41 of 2000
   Iteration 1 of 100, loss = 0.004889311268925667
   Iteration 2 of 100, loss = 0.005826625507324934
   Iteration 3 of 100, loss = 0.006285959389060736
   Iteration 4 of 100, loss = 0.005688836157787591
   Iteration 5 of 100, loss = 0.006059498386457562
   Iteration 6 of 100, loss = 0.005831045447848737
   Iteration 7 of 100, loss = 0.005774515315092036
   Iteration 8 of 100, loss = 0.005631508975056931
   Iteration 9 of 100, loss = 0.005807527418558796
   Iteration 10 of 100, loss = 0.0060478993458673354
   Iteration 11 of 100, loss = 0.006035202923654156
   Iteration 12 of 100, loss = 0.005787508309974025
   Iteration 13 of 100, loss = 0.005760390902511203
   Iteration 14 of 100, loss = 0.005631505495070347
   Iteration 15 of 100, loss = 0.0057231504935771225
   Iteration 16 of 100, loss = 0.005665132470312528
   Iteration 17 of 100, loss = 0.005581113797448137
   Iteration 18 of 100, loss = 0.005486676792821122
   Iteration 19 of 100, loss = 0.005551452049985528
   Iteration 20 of 100, loss = 0.005497251485940069
   Iteration 21 of 100, loss = 0.005495897372297588
   Iteration 22 of 100, loss = 0.005597049084661359
   Iteration 23 of 100, loss = 0.005544699151473848
   Iteration 24 of 100, loss = 0.005710640291605766
   Iteration 25 of 100, loss = 0.005606477912515402
   Iteration 26 of 100, loss = 0.005531703901047317
