nohup: ignoring input
Loading weights from /autofs/space/nicc_005/users/olchanyi/DiffSR/model_outputs_v13/checkpoint_0055.pth
Epoch 56 of 2000
Found 300 cases for training
   Iteration 1 of 100, loss = 0.007026712875813246
   Iteration 59 of 100, loss = 0.004016335441936123
   Iteration 60 of 100, loss = 0.0040286962292157115
   Iteration 61 of 100, loss = 0.004015326461770007
   Iteration 62 of 100, loss = 0.004027824495889006
   Iteration 63 of 100, loss = 0.0040664454877731345
   Iteration 64 of 100, loss = 0.004075802142324392
   Iteration 65 of 100, loss = 0.004068550789872041
   Iteration 66 of 100, loss = 0.004073254291363286
   Iteration 67 of 100, loss = 0.004032542461654477
   Iteration 68 of 100, loss = 0.0040276005662128545
   Iteration 69 of 100, loss = 0.00400656433539816
   Iteration 70 of 100, loss = 0.004009800073358097
   Iteration 71 of 100, loss = 0.004015431327837139
   Iteration 72 of 100, loss = 0.004033471097096076
   Iteration 73 of 100, loss = 0.00401012573155179
   Iteration 74 of 100, loss = 0.004068364582741885
   Iteration 75 of 100, loss = 0.004124423133519788
   Iteration 76 of 100, loss = 0.004124762482732828
   Iteration 77 of 100, loss = 0.004150827256539328
   Iteration 78 of 100, loss = 0.0041579384855233515
   Iteration 79 of 100, loss = 0.004141539926169133
   Iteration 80 of 100, loss = 0.004139675760234241
   Iteration 81 of 100, loss = 0.004184434622997579
   Iteration 82 of 100, loss = 0.004167520045018868
   Iteration 83 of 100, loss = 0.004159685379982623
   Iteration 84 of 100, loss = 0.004148843946279071
   Iteration 85 of 100, loss = 0.004128515379339019
   Iteration 86 of 100, loss = 0.004159023215030428
   Iteration 87 of 100, loss = 0.004203287358716901
   Iteration 88 of 100, loss = 0.004240094280579466
   Iteration 89 of 100, loss = 0.004226352406006432
   Iteration 90 of 100, loss = 0.004237933124467317
   Iteration 91 of 100, loss = 0.0042319057936585705
   Iteration 92 of 100, loss = 0.004242307829174578
   Iteration 93 of 100, loss = 0.00427005654175876
   Iteration 94 of 100, loss = 0.004238030548762292
   Iteration 95 of 100, loss = 0.0042264106756958525
   Iteration 96 of 100, loss = 0.004209513053259191
   Iteration 97 of 100, loss = 0.004223771950172395
   Iteration 98 of 100, loss = 0.004208167696523727
   Iteration 99 of 100, loss = 0.004207354824463225
   Iteration 100 of 100, loss = 0.004223132031038404

   End of epoch 171; saving model... 

Epoch 172 of 2000
   Iteration 1 of 100, loss = 0.0046476577408611774
   Iteration 2 of 100, loss = 0.003264252911321819
   Iteration 3 of 100, loss = 0.00534945004619658
   Iteration 4 of 100, loss = 0.004769432649482042
   Iteration 5 of 100, loss = 0.00452903201803565
   Iteration 6 of 100, loss = 0.004032311475990961
   Iteration 7 of 100, loss = 0.004118100590338665
   Iteration 8 of 100, loss = 0.0038585559086641297
   Iteration 9 of 100, loss = 0.003985930635179911
   Iteration 10 of 100, loss = 0.0038676521624438466
   Iteration 11 of 100, loss = 0.003737394496883181
   Iteration 12 of 100, loss = 0.0037931941624265164
   Iteration 13 of 100, loss = 0.003628039571384971
   Iteration 14 of 100, loss = 0.003628430189564824
   Iteration 15 of 100, loss = 0.003848463824639718
   Iteration 16 of 100, loss = 0.004132168920477852
   Iteration 17 of 100, loss = 0.0039573586135007
   Iteration 18 of 100, loss = 0.004186849510814581
   Iteration 19 of 100, loss = 0.0041988952158901255
   Iteration 20 of 100, loss = 0.004179637902416289
   Iteration 21 of 100, loss = 0.004125098365225962
   Iteration 22 of 100, loss = 0.004088215625167571
   Iteration 23 of 100, loss = 0.004192491679492852
   Iteration 24 of 100, loss = 0.00412990838716117
   Iteration 25 of 100, loss = 0.004092764807865024
   Iteration 26 of 100, loss = 0.004090709943109407
   Iteration 27 of 100, loss = 0.004022915028380575
   Iteration 28 of 100, loss = 0.004078892916108349
   Iteration 29 of 100, loss = 0.004114114847997653
   Iteration 30 of 100, loss = 0.004308219665351013
   Iteration 31 of 100, loss = 0.004252200758445167
   Iteration 32 of 100, loss = 0.00442605546413688
   Iteration 33 of 100, loss = 0.004465084939235539
   Iteration 34 of 100, loss = 0.004452718017787179
   Iteration 35 of 100, loss = 0.004455993437607373
   Iteration 36 of 100, loss = 0.004409993183799088
   Iteration 37 of 100, loss = 0.004393887750149981
   Iteration 38 of 100, loss = 0.004477414418943226
   Iteration 39 of 100, loss = 0.004436080767892492
   Iteration 40 of 100, loss = 0.004433098045410588
   Iteration 41 of 100, loss = 0.004463293561257604
   Iteration 42 of 100, loss = 0.004492414411201719
   Iteration 43 of 100, loss = 0.004494821008424773
   Iteration 44 of 100, loss = 0.004454502058003775
   Iteration 45 of 100, loss = 0.00443289270107117
   Iteration 46 of 100, loss = 0.00452581295520877
   Iteration 47 of 100, loss = 0.004509695993855279
   Iteration 48 of 100, loss = 0.0044612138299271464
   Iteration 49 of 100, loss = 0.004499174835046335
   Iteration 50 of 100, loss = 0.004464742206037045
   Iteration 51 of 100, loss = 0.0044472034034483575
   Iteration 52 of 100, loss = 0.004397794243861706
   Iteration 53 of 100, loss = 0.00437197831397841
   Iteration 54 of 100, loss = 0.004447926635664233
   Iteration 55 of 100, loss = 0.004436747245067222
   Iteration 56 of 100, loss = 0.004399545916904961
   Iteration 57 of 100, loss = 0.004455492588724091
   Iteration 58 of 100, loss = 0.004455767292930777
   Iteration 59 of 100, loss = 0.004426667587121285
   Iteration 60 of 100, loss = 0.0044099229446146635
   Iteration 61 of 100, loss = 0.004391062124937651
   Iteration 62 of 100, loss = 0.004353977891901928
   Iteration 63 of 100, loss = 0.004364494546612222
   Iteration 64 of 100, loss = 0.004362954905445804
   Iteration 65 of 100, loss = 0.0043959729606285695
   Iteration 66 of 100, loss = 0.004368844041671378
   Iteration 67 of 100, loss = 0.0043323448191939
   Iteration 68 of 100, loss = 0.0043163567932103485
   Iteration 69 of 100, loss = 0.00430652202255484
   Iteration 70 of 100, loss = 0.004304542765021324
   Iteration 71 of 100, loss = 0.0043241280117924785
   Iteration 72 of 100, loss = 0.0042992088775564395
   Iteration 73 of 100, loss = 0.004331776687288529
   Iteration 74 of 100, loss = 0.004327521256699755
   Iteration 75 of 100, loss = 0.004311801502481103
   Iteration 76 of 100, loss = 0.004291681140832799
   Iteration 77 of 100, loss = 0.00428710274047569
   Iteration 78 of 100, loss = 0.004310652795725335
   Iteration 79 of 100, loss = 0.004292391974455382
   Iteration 80 of 100, loss = 0.004275292411330156
   Iteration 81 of 100, loss = 0.00425108089859103
   Iteration 82 of 100, loss = 0.004276524076419996
   Iteration 83 of 100, loss = 0.004271545021020505
   Iteration 84 of 100, loss = 0.004273371887393296
   Iteration 85 of 100, loss = 0.004289124199353597
   Iteration 86 of 100, loss = 0.0042727753698695884
   Iteration 87 of 100, loss = 0.004274928672025087
   Iteration 88 of 100, loss = 0.004280321419090879
   Iteration 89 of 100, loss = 0.004251498573334113
   Iteration 90 of 100, loss = 0.004272990017974128
   Iteration 91 of 100, loss = 0.004258971992665186
   Iteration 92 of 100, loss = 0.004241530936585901
   Iteration 93 of 100, loss = 0.004263127033638778
   Iteration 94 of 100, loss = 0.004255112759679794
   Iteration 95 of 100, loss = 0.004255835843076439
   Iteration 96 of 100, loss = 0.004263874879446424
   Iteration 97 of 100, loss = 0.004313079965512086
   Iteration 98 of 100, loss = 0.0042953855436466334
   Iteration 99 of 100, loss = 0.004330775565279629
   Iteration 100 of 100, loss = 0.0043535955913830545

   End of epoch 172; saving model... 

Epoch 173 of 2000
   Iteration 1 of 100, loss = 0.0022721283603459597
   Iteration 2 of 100, loss = 0.0031358731212094426
   Iteration 3 of 100, loss = 0.0027274206513538957
   Iteration 4 of 100, loss = 0.0031924178765621036
   Iteration 5 of 100, loss = 0.0030545178567990662
   Iteration 6 of 100, loss = 0.002948418395438542
   Iteration 7 of 100, loss = 0.0030513196085978833
   Iteration 8 of 100, loss = 0.0031627513089915738
   Iteration 9 of 100, loss = 0.0036986894362295666
   Iteration 10 of 100, loss = 0.0034696747083216906
   Iteration 11 of 100, loss = 0.0035571131685918026
   Iteration 12 of 100, loss = 0.0036230854457244277
   Iteration 13 of 100, loss = 0.0037723686904288256
   Iteration 14 of 100, loss = 0.00383062068639057
   Iteration 15 of 100, loss = 0.0038233556939909854
   Iteration 16 of 100, loss = 0.003725209506228566
   Iteration 17 of 100, loss = 0.003841111107784159
   Iteration 18 of 100, loss = 0.003793370961729023
   Iteration 19 of 100, loss = 0.003787917881517818
   Iteration 20 of 100, loss = 0.003803501941729337
   Iteration 21 of 100, loss = 0.0037121380446478724
   Iteration 22 of 100, loss = 0.003783256381707774
   Iteration 23 of 100, loss = 0.0037383932529179297
   Iteration 24 of 100, loss = 0.003925422453903593
   Iteration 25 of 100, loss = 0.003900099857710302
   Iteration 26 of 100, loss = 0.0038651947621614314
   Iteration 27 of 100, loss = 0.0038877331901824583
   Iteration 28 of 100, loss = 0.003848371341259086
   Iteration 29 of 100, loss = 0.0038164955331012607
   Iteration 30 of 100, loss = 0.003934091232561817
   Iteration 31 of 100, loss = 0.003885180715681805
   Iteration 32 of 100, loss = 0.003909367671440123
   Iteration 33 of 100, loss = 0.003854210661357325
   Iteration 34 of 100, loss = 0.0038820440805626705
   Iteration 35 of 100, loss = 0.003952557277599616
   Iteration 36 of 100, loss = 0.004072543676658016
   Iteration 37 of 100, loss = 0.0040983597754274265
   Iteration 38 of 100, loss = 0.004056548610893323
   Iteration 39 of 100, loss = 0.004202791235935039
   Iteration 40 of 100, loss = 0.0043109797727083786
   Iteration 41 of 100, loss = 0.00426955072765761
   Iteration 42 of 100, loss = 0.004229493514035961
   Iteration 43 of 100, loss = 0.004195276125290886
   Iteration 44 of 100, loss = 0.004155847892186351
   Iteration 45 of 100, loss = 0.004157924157981243
   Iteration 46 of 100, loss = 0.004165785936335021
   Iteration 47 of 100, loss = 0.0041779981594176055
   Iteration 48 of 100, loss = 0.004184385589420951
   Iteration 49 of 100, loss = 0.004135021414816835
   Iteration 50 of 100, loss = 0.004194223086815327
   Iteration 51 of 100, loss = 0.004175134671979821
   Iteration 52 of 100, loss = 0.004149962993464074
   Iteration 53 of 100, loss = 0.004125810208519534
   Iteration 54 of 100, loss = 0.004133245241569562
   Iteration 55 of 100, loss = 0.0041104136437008325
   Iteration 56 of 100, loss = 0.0041131957363437065
   Iteration 57 of 100, loss = 0.004074488854313498
   Iteration 58 of 100, loss = 0.0040855222634553654
   Iteration 59 of 100, loss = 0.0040627259788719025
   Iteration 60 of 100, loss = 0.004039530407559748
   Iteration 61 of 100, loss = 0.004042197665825608
   Iteration 62 of 100, loss = 0.004126475408538094
   Iteration 63 of 100, loss = 0.004133830207311327
   Iteration 64 of 100, loss = 0.004117118047361146
   Iteration 65 of 100, loss = 0.004079342542144542
   Iteration 66 of 100, loss = 0.0041501595529332535
   Iteration 67 of 100, loss = 0.004127443828898024
   Iteration 68 of 100, loss = 0.004090180172009722
   Iteration 69 of 100, loss = 0.004142296611857803
   Iteration 70 of 100, loss = 0.004225930175743997
   Iteration 71 of 100, loss = 0.004216418434327966
   Iteration 72 of 100, loss = 0.00425473597068857
   Iteration 73 of 100, loss = 0.0042402025388732344
   Iteration 74 of 100, loss = 0.004203642238674031
   Iteration 75 of 100, loss = 0.004221074815529088
   Iteration 76 of 100, loss = 0.004233230902556036
   Iteration 77 of 100, loss = 0.004260263113946013
   Iteration 78 of 100, loss = 0.004247283910771307
   Iteration 79 of 100, loss = 0.004234202581905771
   Iteration 80 of 100, loss = 0.004236252383270767
   Iteration 81 of 100, loss = 0.004224358682727648
   Iteration 82 of 100, loss = 0.004251188557401936
   Iteration 83 of 100, loss = 0.004287350792381688
   Iteration 84 of 100, loss = 0.004276003568000826
   Iteration 85 of 100, loss = 0.004272978436475729
   Iteration 86 of 100, loss = 0.004285460263544824
   Iteration 87 of 100, loss = 0.00432010165324713
   Iteration 88 of 100, loss = 0.004349552493129688
   Iteration 89 of 100, loss = 0.00432827593784863
   Iteration 90 of 100, loss = 0.004343611629317618
   Iteration 91 of 100, loss = 0.004362068452442495
   Iteration 92 of 100, loss = 0.004356343710400245
   Iteration 93 of 100, loss = 0.004338128648708344
   Iteration 94 of 100, loss = 0.0043660683440975845
   Iteration 95 of 100, loss = 0.0043394128902276095
   Iteration 96 of 100, loss = 0.004367950674350141
   Iteration 97 of 100, loss = 0.004361819940350335
   Iteration 98 of 100, loss = 0.004344654173295641
   Iteration 99 of 100, loss = 0.004345567829935162
   Iteration 100 of 100, loss = 0.004355476548662409

   End of epoch 173; saving model... 

Epoch 174 of 2000
   Iteration 1 of 100, loss = 0.006152553949505091
   Iteration 2 of 100, loss = 0.0052583892829716206
   Iteration 3 of 100, loss = 0.007068923984964688
   Iteration 4 of 100, loss = 0.00642813288141042
   Iteration 5 of 100, loss = 0.0057178673334419726
   Iteration 6 of 100, loss = 0.005258432938717306
   Iteration 7 of 100, loss = 0.0050575135142675465
   Iteration 8 of 100, loss = 0.004747005354147404
   Iteration 9 of 100, loss = 0.004397209759594666
   Iteration 10 of 100, loss = 0.004319470678456128
   Iteration 11 of 100, loss = 0.00435927139849148
   Iteration 12 of 100, loss = 0.004299005784559995
   Iteration 13 of 100, loss = 0.0043084678562501305
   Iteration 14 of 100, loss = 0.004369983898608812
   Iteration 15 of 100, loss = 0.004140343908996632
   Iteration 16 of 100, loss = 0.004206498724670382
   Iteration 17 of 100, loss = 0.004292153386974379
   Iteration 18 of 100, loss = 0.004356816737628024
   Iteration 19 of 100, loss = 0.004211557064033849
   Iteration 20 of 100, loss = 0.004288491202169098
   Iteration 21 of 100, loss = 0.004182814068848356
   Iteration 22 of 100, loss = 0.004171923504062844
   Iteration 23 of 100, loss = 0.00409078759232374
   Iteration 24 of 100, loss = 0.004094706840987783
   Iteration 25 of 100, loss = 0.0041307196137495335
   Iteration 26 of 100, loss = 0.0041254250838672025
   Iteration 27 of 100, loss = 0.004180451020753632
   Iteration 28 of 100, loss = 0.004115909664376106
   Iteration 29 of 100, loss = 0.0041200265003336145
   Iteration 30 of 100, loss = 0.004084548573397721
   Iteration 31 of 100, loss = 0.004117134044082055
   Iteration 32 of 100, loss = 0.004098316394447465
   Iteration 33 of 100, loss = 0.004108718259499945
   Iteration 34 of 100, loss = 0.004147520180969664
   Iteration 35 of 100, loss = 0.004237667286568987
   Iteration 36 of 100, loss = 0.004185622921795584
   Iteration 37 of 100, loss = 0.004189807268778315
   Iteration 38 of 100, loss = 0.004128118699698366
   Iteration 39 of 100, loss = 0.00414882653291361
   Iteration 40 of 100, loss = 0.004129168686631601
   Iteration 41 of 100, loss = 0.0040706320106415304
   Iteration 42 of 100, loss = 0.004049878510635435
   Iteration 43 of 100, loss = 0.004061267623233847
   Iteration 44 of 100, loss = 0.004031217650415122
   Iteration 45 of 100, loss = 0.004105226916726679
   Iteration 46 of 100, loss = 0.0040449171678831235
   Iteration 47 of 100, loss = 0.004070142689012388
   Iteration 48 of 100, loss = 0.004088642055042631
   Iteration 49 of 100, loss = 0.004042993783143026
   Iteration 50 of 100, loss = 0.004084500725148246
   Iteration 51 of 100, loss = 0.004085673438156864
   Iteration 52 of 100, loss = 0.0041378418223198075
   Iteration 53 of 100, loss = 0.004106644535533873
   Iteration 54 of 100, loss = 0.004096982503715144
   Iteration 55 of 100, loss = 0.00407495070989667
   Iteration 56 of 100, loss = 0.0041428697534554105
   Iteration 57 of 100, loss = 0.004134519220730127
   Iteration 58 of 100, loss = 0.004099073991428354
   Iteration 59 of 100, loss = 0.004116600745365465
   Iteration 60 of 100, loss = 0.004082391561435846
   Iteration 61 of 100, loss = 0.004070074796546861
   Iteration 62 of 100, loss = 0.004076851684893031
   Iteration 63 of 100, loss = 0.00404238757318891
   Iteration 64 of 100, loss = 0.004053507737808104
   Iteration 65 of 100, loss = 0.004052414891059296
   Iteration 66 of 100, loss = 0.004036408841123127
   Iteration 67 of 100, loss = 0.004020549700101976
   Iteration 68 of 100, loss = 0.004020442230017472
   Iteration 69 of 100, loss = 0.004055567331227433
   Iteration 70 of 100, loss = 0.004032136625443984
   Iteration 71 of 100, loss = 0.004024833033327013
   Iteration 72 of 100, loss = 0.004081346947512227
   Iteration 73 of 100, loss = 0.004117590508404609
   Iteration 74 of 100, loss = 0.004101802663393067
   Iteration 75 of 100, loss = 0.0040831969422288235
   Iteration 76 of 100, loss = 0.004114437608605888
   Iteration 77 of 100, loss = 0.004101544134046689
   Iteration 78 of 100, loss = 0.004075848248948415
   Iteration 79 of 100, loss = 0.004052822185603642
   Iteration 80 of 100, loss = 0.004071143516193842
   Iteration 81 of 100, loss = 0.0040506966905036
   Iteration 82 of 100, loss = 0.004026101725374735
   Iteration 83 of 100, loss = 0.004088561021840671
   Iteration 84 of 100, loss = 0.004083747026881957
   Iteration 85 of 100, loss = 0.00407600414542043
   Iteration 86 of 100, loss = 0.0040672224111107805
   Iteration 87 of 100, loss = 0.004096760598530501
   Iteration 88 of 100, loss = 0.004105306497050068
   Iteration 89 of 100, loss = 0.004090738238824343
   Iteration 90 of 100, loss = 0.0040871006016257325
   Iteration 91 of 100, loss = 0.004106377404321313
   Iteration 92 of 100, loss = 0.004117135018611368
   Iteration 93 of 100, loss = 0.004113287909672425
   Iteration 94 of 100, loss = 0.004149139610470887
   Iteration 95 of 100, loss = 0.004142757913857502
   Iteration 96 of 100, loss = 0.004127729016545345
   Iteration 97 of 100, loss = 0.004129292906055553
   Iteration 98 of 100, loss = 0.004164577306756674
   Iteration 99 of 100, loss = 0.004169870908207476
   Iteration 100 of 100, loss = 0.004173081849585287

   End of epoch 174; saving model... 

Epoch 175 of 2000
   Iteration 1 of 100, loss = 0.007870730012655258
   Iteration 2 of 100, loss = 0.0063119130209088326
   Iteration 3 of 100, loss = 0.005119844727839033
   Iteration 4 of 100, loss = 0.004562554822769016
   Iteration 5 of 100, loss = 0.004624629719182849
   Iteration 6 of 100, loss = 0.004430427293603619
   Iteration 7 of 100, loss = 0.004165626596659422
   Iteration 8 of 100, loss = 0.003918979957234114
   Iteration 9 of 100, loss = 0.0038871156413935954
   Iteration 10 of 100, loss = 0.0041116161039099096
   Iteration 11 of 100, loss = 0.004342122278599577
   Iteration 12 of 100, loss = 0.004316938982810825
   Iteration 13 of 100, loss = 0.004300806151989561
   Iteration 14 of 100, loss = 0.00416635543972786
   Iteration 15 of 100, loss = 0.004113430374612411
   Iteration 16 of 100, loss = 0.004149235814111307
   Iteration 17 of 100, loss = 0.003984604818362962
   Iteration 18 of 100, loss = 0.0038861467231375477
   Iteration 19 of 100, loss = 0.004154985372320209
   Iteration 20 of 100, loss = 0.004249267390696332
   Iteration 21 of 100, loss = 0.004237633259479134
   Iteration 22 of 100, loss = 0.004114783564794131
   Iteration 23 of 100, loss = 0.00411845080088824
   Iteration 24 of 100, loss = 0.004036984149327812
   Iteration 25 of 100, loss = 0.004029007493518293
   Iteration 26 of 100, loss = 0.003976869705813722
   Iteration 27 of 100, loss = 0.003997029585729318
   Iteration 28 of 100, loss = 0.004080437460548377
   Iteration 29 of 100, loss = 0.004062016081097054
   Iteration 30 of 100, loss = 0.004137167586789777
   Iteration 31 of 100, loss = 0.004175701873346923
   Iteration 32 of 100, loss = 0.004159001549851382
   Iteration 33 of 100, loss = 0.004134298411593067
   Iteration 34 of 100, loss = 0.00420043510316378
   Iteration 35 of 100, loss = 0.004290368378029338
   Iteration 36 of 100, loss = 0.004222408509425198
   Iteration 37 of 100, loss = 0.004318125209318021
   Iteration 38 of 100, loss = 0.0042922227723082825
   Iteration 39 of 100, loss = 0.0042106694398591155
   Iteration 40 of 100, loss = 0.004230822809040547
   Iteration 41 of 100, loss = 0.0042449330184154395
   Iteration 42 of 100, loss = 0.0043193876432875795
   Iteration 43 of 100, loss = 0.004361504558906998
   Iteration 44 of 100, loss = 0.004399170707487924
   Iteration 45 of 100, loss = 0.004369252547621727
   Iteration 46 of 100, loss = 0.004336202360244225
   Iteration 47 of 100, loss = 0.004370435552195983
   Iteration 48 of 100, loss = 0.004357299811090343
   Iteration 49 of 100, loss = 0.004356631462709332
   Iteration 50 of 100, loss = 0.004306524815037846
   Iteration 51 of 100, loss = 0.0043235589640543744
   Iteration 52 of 100, loss = 0.004313772338299224
   Iteration 53 of 100, loss = 0.0042829387821257114
   Iteration 54 of 100, loss = 0.004264395942704545
   Iteration 55 of 100, loss = 0.004318110721016472
   Iteration 56 of 100, loss = 0.004324416979216039
   Iteration 57 of 100, loss = 0.004462421544941894
   Iteration 58 of 100, loss = 0.004476249675619705
   Iteration 59 of 100, loss = 0.004462275567259324
   Iteration 60 of 100, loss = 0.004417671243815372
   Iteration 61 of 100, loss = 0.0044603642862534425
   Iteration 62 of 100, loss = 0.004508499487964136
   Iteration 63 of 100, loss = 0.004516101505104748
   Iteration 64 of 100, loss = 0.004525131789705483
   Iteration 65 of 100, loss = 0.004573662059668165
   Iteration 66 of 100, loss = 0.004546298980571781
   Iteration 67 of 100, loss = 0.004565708947354066
   Iteration 68 of 100, loss = 0.004586630161879037
   Iteration 69 of 100, loss = 0.004604508955220597
   Iteration 70 of 100, loss = 0.004562296952852713
   Iteration 71 of 100, loss = 0.004568864534031862
   Iteration 72 of 100, loss = 0.004531418359773751
   Iteration 73 of 100, loss = 0.0045127432190570724
   Iteration 74 of 100, loss = 0.004569952890616716
   Iteration 75 of 100, loss = 0.0045542367221787575
   Iteration 76 of 100, loss = 0.0045466874588256405
   Iteration 77 of 100, loss = 0.0045193151930685745
   Iteration 78 of 100, loss = 0.00451782400546691
   Iteration 79 of 100, loss = 0.004536826792762533
   Iteration 80 of 100, loss = 0.004546755224873777
   Iteration 81 of 100, loss = 0.004533453449250463
   Iteration 82 of 100, loss = 0.004530535711304898
   Iteration 83 of 100, loss = 0.004530866934738335
   Iteration 84 of 100, loss = 0.004506248416700622
   Iteration 85 of 100, loss = 0.004565170167616623
   Iteration 86 of 100, loss = 0.0045552567949756805
   Iteration 87 of 100, loss = 0.0045790038106363565
   Iteration 88 of 100, loss = 0.004601215500522151
   Iteration 89 of 100, loss = 0.004614254246528647
   Iteration 90 of 100, loss = 0.004607857107960929
   Iteration 91 of 100, loss = 0.004574326337775686
   Iteration 92 of 100, loss = 0.004550363445836727
   Iteration 93 of 100, loss = 0.004535923604302669
   Iteration 94 of 100, loss = 0.004514979936697698
   Iteration 95 of 100, loss = 0.004538701141351148
   Iteration 96 of 100, loss = 0.004537423767033033
   Iteration 97 of 100, loss = 0.004520913389194565
   Iteration 98 of 100, loss = 0.0045650289251412055
   Iteration 99 of 100, loss = 0.004556134691217331
   Iteration 100 of 100, loss = 0.004537287256680429

   End of epoch 175; saving model... 

Epoch 176 of 2000
   Iteration 1 of 100, loss = 0.0030497482512146235
   Iteration 2 of 100, loss = 0.004258579225279391
   Iteration 3 of 100, loss = 0.0048965751969565945
   Iteration 4 of 100, loss = 0.0051038978272117674
   Iteration 5 of 100, loss = 0.0046610394958406685
   Iteration 6 of 100, loss = 0.004722310036110382
   Iteration 7 of 100, loss = 0.004828085091763309
   Iteration 8 of 100, loss = 0.004657075594877824
   Iteration 9 of 100, loss = 0.004740593566869696
   Iteration 10 of 100, loss = 0.0045130235143005844
   Iteration 11 of 100, loss = 0.004539346364750104
   Iteration 12 of 100, loss = 0.0043626576468038065
   Iteration 13 of 100, loss = 0.0043253343946372085
   Iteration 14 of 100, loss = 0.004167237019698534
   Iteration 15 of 100, loss = 0.0041154903514931595
   Iteration 16 of 100, loss = 0.004210840634186752
   Iteration 17 of 100, loss = 0.004427017931662062
   Iteration 18 of 100, loss = 0.0043923425514044035
   Iteration 19 of 100, loss = 0.004395810090691636
   Iteration 20 of 100, loss = 0.004359682800713927
   Iteration 21 of 100, loss = 0.004297511674286355
   Iteration 22 of 100, loss = 0.00424735960338942
   Iteration 23 of 100, loss = 0.004527804249411692
   Iteration 24 of 100, loss = 0.004669870104407892
   Iteration 25 of 100, loss = 0.004849598342552781
   Iteration 26 of 100, loss = 0.004900087235280528
   Iteration 27 of 100, loss = 0.0047702335588703
   Iteration 28 of 100, loss = 0.00468047009365234
   Iteration 29 of 100, loss = 0.004591692853237277
   Iteration 30 of 100, loss = 0.00452770380070433
   Iteration 31 of 100, loss = 0.004529322200875369
   Iteration 32 of 100, loss = 0.004569264874589862
   Iteration 33 of 100, loss = 0.004590023143188746
   Iteration 34 of 100, loss = 0.004606840888942208
   Iteration 35 of 100, loss = 0.004539913521148265
   Iteration 36 of 100, loss = 0.004680562373121372
   Iteration 37 of 100, loss = 0.004617245770311235
   Iteration 38 of 100, loss = 0.004678982950281352
   Iteration 39 of 100, loss = 0.00459283107939439
   Iteration 40 of 100, loss = 0.004578346211928874
   Iteration 41 of 100, loss = 0.00461304272956601
   Iteration 42 of 100, loss = 0.004633992500159712
   Iteration 43 of 100, loss = 0.004615321668774583
   Iteration 44 of 100, loss = 0.004662464012984525
   Iteration 45 of 100, loss = 0.004643770824703905
   Iteration 46 of 100, loss = 0.004655542520239302
   Iteration 47 of 100, loss = 0.004595328553361778
   Iteration 48 of 100, loss = 0.004525517091678921
   Iteration 49 of 100, loss = 0.0045206877569268855
   Iteration 50 of 100, loss = 0.00448084892006591
   Iteration 51 of 100, loss = 0.004544572350021233
   Iteration 52 of 100, loss = 0.004573053163207637
   Iteration 53 of 100, loss = 0.004626842771375657
   Iteration 54 of 100, loss = 0.004586759879236558
   Iteration 55 of 100, loss = 0.004593513239259747
   Iteration 56 of 100, loss = 0.004596841249232446
   Iteration 57 of 100, loss = 0.004610024852138993
   Iteration 58 of 100, loss = 0.004575437880201458
   Iteration 59 of 100, loss = 0.004574534639132099
   Iteration 60 of 100, loss = 0.004625495754104729
   Iteration 61 of 100, loss = 0.004627370120972762
   Iteration 62 of 100, loss = 0.0046357148112879405
   Iteration 63 of 100, loss = 0.004608093651883778
   Iteration 64 of 100, loss = 0.004560006520478055
   Iteration 65 of 100, loss = 0.0045475901283610325
   Iteration 66 of 100, loss = 0.004518268210107855
   Iteration 67 of 100, loss = 0.0045146437869198735
   Iteration 68 of 100, loss = 0.00448061286143082
   Iteration 69 of 100, loss = 0.0044501204165103645
   Iteration 70 of 100, loss = 0.004429149787340846
   Iteration 71 of 100, loss = 0.004434417867639535
   Iteration 72 of 100, loss = 0.0044218197678371025
   Iteration 73 of 100, loss = 0.004405128042379471
   Iteration 74 of 100, loss = 0.004374132988773085
   Iteration 75 of 100, loss = 0.004366225969667236
   Iteration 76 of 100, loss = 0.004322191130516953
   Iteration 77 of 100, loss = 0.004327059560153004
   Iteration 78 of 100, loss = 0.004302658391400025
   Iteration 79 of 100, loss = 0.004283777069701235
   Iteration 80 of 100, loss = 0.0042782564938534055
   Iteration 81 of 100, loss = 0.004257939181026117
   Iteration 82 of 100, loss = 0.004265074913458127
   Iteration 83 of 100, loss = 0.0042948810361235976
   Iteration 84 of 100, loss = 0.00427244864182458
   Iteration 85 of 100, loss = 0.004269611254772719
   Iteration 86 of 100, loss = 0.004255695693563063
   Iteration 87 of 100, loss = 0.004247361992153971
   Iteration 88 of 100, loss = 0.004219567169043744
   Iteration 89 of 100, loss = 0.004200950595864168
   Iteration 90 of 100, loss = 0.004247294041690313
   Iteration 91 of 100, loss = 0.004220313254416317
   Iteration 92 of 100, loss = 0.0042063218703412494
   Iteration 93 of 100, loss = 0.004199223763119149
   Iteration 94 of 100, loss = 0.0042099594733023896
   Iteration 95 of 100, loss = 0.004187037474720886
   Iteration 96 of 100, loss = 0.004180669151537586
   Iteration 97 of 100, loss = 0.004158741907341425
   Iteration 98 of 100, loss = 0.0041597422796814726
   Iteration 99 of 100, loss = 0.004139316218876929
   Iteration 100 of 100, loss = 0.0041330626630224285

   End of epoch 176; saving model... 

Epoch 177 of 2000
   Iteration 1 of 100, loss = 0.004649576731026173
   Iteration 2 of 100, loss = 0.004876418970525265
